State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Dindigul,"Chinnalapatti(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,4000,4600,4300
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,26/07/2026,7000,9000,8000
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )",Colacasia,Colacasia,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Dindigul,"Dindigul(Uzhavar Sandhai )","Sweet Corn ","Sweet Corn ",Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Tomato,Other,Local,26/07/2026,1800,2000,1900
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,2000,2200,2100
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,8500,9000,8750
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Potato,Other,Local,26/07/2026,3000,3400,3200
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Brinjal,Round,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,3000,3400,3200
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,6500,6800,6650
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,2400,2800,2600
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Banana,"Red Banana",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Brinjal,Round,Local,26/07/2026,3000,3400,3200
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,13000,14000,13500
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,6000,6500,6250
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Potato,"Red Nanital",Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,22000,22000,22000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,26/07/2026,8000,8000,8000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,8000,8000,8000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Kallakuruchi,"Sankarapuram(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Carrot,Pusakesar,Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Capsicum,Capsicum,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )","Indian Beans(Seam)","Indian Beans (Seam)",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,9000,10000,9500
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Onion,Bellary,Local,26/07/2026,3600,3800,3700
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Cauliflower,Ranchi,Local,26/07/2026,3800,4000,3900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Tomato,Local,Local,26/07/2026,1200,1500,1350
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,2300,2500,2400
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Green Chilli","Green Chilly",Local,26/07/2026,3800,4000,3900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Cabbage,Cabbage,Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Snakeguard,Snakeguard,Local,26/07/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Raddish,Raddish,Local,26/07/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Green Avare(W)",Other,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Lemon,Lemon,Local,26/07/2026,9000,10000,9500
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Amla(Nelli Kai)",Amla,Local,26/07/2026,6000,6500,6250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Potato,"Red Nanital",Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Pineapple,"Pine Apple",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Brinjal,Round,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )","Indian Beans(Seam)","Indian Beans (Seam)",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,26/07/2026,18000,20000,19000
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,26/07/2026,2200,2600,2400
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,2200,2600,2400
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,1500,2000,1750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )","Indian Beans(Seam)","Indian Beans (Seam)",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Grapes,Annabesahai,Local,26/07/2026,10000,11000,10500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Apple,American,Local,26/07/2026,18000,27000,22500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Brinjal,Round,Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Tapioca,Tapioca,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,15000,21000,18000
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,26/07/2026,2400,3000,2700
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3800,4000,3900
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2400,2800,2600
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5000,5600,5300
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3800,4000,3900
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,7300,7300,7300
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Green Avare(W)",Other,Local,26/07/2026,7000,8500,7750
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Yam(Ratalu),"Yam (Ratalu)",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,5900,6500,6200
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,8500,9000,8750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Lime,Lime,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,8500,9500,9000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,5000,5800,5400
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,6400,6800,6600
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3800,4500,4150
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,5400,6000,5700
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,5400,6000,5700
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2400,3000,2700
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Bitter gourd",Other,Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,2500,2600,2550
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,17000,18500,17750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,5000,5800,5400
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,5000,5400,5200
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Jamun(Narale Hannu)",Jamun,Local,26/07/2026,14000,15000,14500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,26/07/2026,22000,25000,23500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Banana,Karpura,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,1500,2000,1750
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,2200,2800,2500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,5200,5800,5500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Banana,"Red Banana",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,3800,4400,4100
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2000,2200,2100
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5800,6500,6150
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,26/07/2026,10500,11000,10750
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,3600,4000,3800
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,8000,9000,8500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Fig(Anjura/Anjeer),Anjura,Local,26/07/2026,13000,15000,14000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Jasmine,Jasmine,Local,26/07/2026,38000,48000,43000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,3000,5000,4000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Potato,Other,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Soyabean,Local,Local,26/07/2026,9000,10000,9500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Tomato,Other,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,4500,5600,5050
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2000,3500,2750
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,26/07/2026,20000,25000,22500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,26/07/2026,6000,6500,6250
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,26/07/2026,8000,9000,8500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Potato,Other,Local,26/07/2026,6600,6600,6600
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Chili Red",Bold,Local,26/07/2026,20000,20000,20000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Orange,Darjeeling,Local,26/07/2026,12000,12000,12000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Mango,Other,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Green Peas","Green Peas",Local,26/07/2026,19000,19000,19000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Water Melon","Water Melon",Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,2400,2400,2400
